PNR,age,is_regular,days_before_flight,no_show_prob,no_show
PNR10047614,23,1,22,0.14833333333333334,0
PNR10047615,46,0,11,0.11916666666666667,0
PNR10047616,55,0,1,0.11083333333333334,0
PNR10047617,54,0,75,0.1725,0
PNR10047618,34,0,44,0.15666666666666668,0
PNR10047619,43,1,27,0.06249999999999999,0
PNR10047620,40,0,2,0.11166666666666666,0
PNR10047621,21,0,17,0.21416666666666667,1
PNR10047622,73,1,31,0.2058333333333333,0
PNR10047623,25,0,41,0.2341666666666667,1
PNR10047624,39,0,71,0.16916666666666666,1
PNR10047625,74,0,5,0.25416666666666665,0
PNR10047626,68,0,8,0.25666666666666665,0
PNR10047627,28,1,19,0.06583333333333333,0
PNR10047628,61,0,43,0.28583333333333333,0
PNR10047629,33,0,25,0.14083333333333334,1
PNR10047630,64,0,20,0.26666666666666666,0
PNR10047631,29,0,38,0.15166666666666667,0
PNR10047632,33,0,16,0.13333333333333333,1
PNR10047633,24,0,68,0.25666666666666665,0
PNR10047634,27,0,40,0.15333333333333335,0
PNR10047635,20,1,41,0.16416666666666668,0
PNR10047636,66,1,55,0.22583333333333333,1
PNR10047637,28,0,113,0.21416666666666667,0
PNR10047638,46,1,20,0.05666666666666666,0
PNR10047639,21,1,9,0.1375,0
PNR10047640,29,0,27,0.14250000000000002,0
PNR10047641,29,0,8,0.12666666666666668,0
PNR10047642,54,0,124,0.21333333333333332,0
PNR10047643,22,1,22,0.14833333333333334,0
PNR10047644,19,0,38,0.2316666666666667,0
PNR10047645,51,0,58,0.15833333333333333,0
PNR10047646,34,0,45,0.1575,1
PNR10047647,40,0,27,0.1325,1
PNR10047648,42,1,92,0.11666666666666665,0
PNR10047649,40,1,15,0.05249999999999999,0
PNR10047650,22,1,15,0.14250000000000002,1
PNR10047651,47,0,5,0.11416666666666667,0
PNR10047652,28,0,15,0.1325,1
PNR10047653,66,1,32,0.20666666666666667,0
PNR10047654,33,0,43,0.15583333333333335,0
PNR10047655,23,0,1,0.20083333333333334,1
PNR10047656,20,1,41,0.16416666666666668,1
PNR10047657,41,0,32,0.13666666666666666,0
PNR10047658,46,1,73,0.10083333333333333,0
PNR10047659,34,1,40,0.08333333333333334,0
PNR10047660,44,1,109,0.1308333333333333,0
PNR10047661,41,1,99,0.1225,0
PNR10047662,20,0,32,0.22666666666666668,1
PNR10047663,29,0,10,0.12833333333333335,0
PNR10047664,37,0,45,0.1475,0
PNR10047665,23,0,5,0.2041666666666667,0
PNR10047666,20,0,8,0.20666666666666667,1
PNR10047667,55,1,25,0.06083333333333332,0
PNR10047668,23,0,2,0.2016666666666667,0
PNR10047669,38,1,19,0.055833333333333325,0
PNR10047670,23,0,56,0.24666666666666667,0
PNR10047671,56,1,22,0.19833333333333333,1
PNR10047672,29,1,31,0.07583333333333334,0
PNR10047673,68,0,81,0.3175,1
PNR10047674,28,0,6,0.125,0
PNR10047675,26,0,38,0.15166666666666667,0
PNR10047676,75,0,17,0.26416666666666666,0
PNR10047677,20,0,77,0.26416666666666666,1
PNR10047678,20,1,23,0.14916666666666667,0
PNR10047679,73,1,17,0.19416666666666665,1
PNR10047680,55,0,4,0.11333333333333333,0
PNR10047681,41,1,3,0.042499999999999996,0
PNR10047682,66,0,33,0.27749999999999997,0
PNR10047683,52,1,144,0.15999999999999998,0
PNR10047684,42,0,180,0.26,1
PNR10047685,57,0,11,0.25916666666666666,0
PNR10047686,51,1,1,0.040833333333333326,0
PNR10047687,20,1,15,0.14250000000000002,0
PNR10047688,34,0,22,0.13833333333333334,1
PNR10047689,40,0,31,0.13583333333333333,0
PNR10047690,61,1,12,0.19,0
PNR10047691,45,0,8,0.11666666666666667,0
PNR10047692,23,1,48,0.17,0
PNR10047693,29,1,22,0.06833333333333333,0
PNR10047694,33,1,83,0.11916666666666667,0
PNR10047695,20,1,11,0.13916666666666666,0
PNR10047696,27,1,12,0.060000000000000005,0
PNR10047697,22,1,52,0.17333333333333334,0
PNR10047698,71,0,111,0.3425,0
PNR10047699,22,1,14,0.14166666666666666,0
PNR10047700,39,1,7,0.04583333333333333,0
PNR10047701,24,1,7,0.13583333333333333,0
PNR10047702,30,1,40,0.08333333333333334,0
PNR10047703,26,0,33,0.14750000000000002,0
PNR10047704,44,1,2,0.04166666666666666,0
PNR10047705,52,1,7,0.04583333333333333,0
PNR10047706,19,0,54,0.245,0
PNR10047707,64,1,1,0.18083333333333332,0
PNR10047708,62,0,2,0.25166666666666665,1
PNR10047709,32,0,8,0.12666666666666668,0
PNR10047710,21,0,13,0.21083333333333334,0
PNR10047711,26,1,17,0.06416666666666666,0
PNR10047712,30,1,26,0.07166666666666667,0
PNR10047713,18,0,12,0.21000000000000002,0
PNR10047714,40,1,14,0.05166666666666666,0
PNR10047715,27,1,34,0.07833333333333334,0
PNR10047716,19,0,35,0.22916666666666669,0
PNR10047717,23,1,96,0.21000000000000002,0
PNR10047718,66,1,111,0.27249999999999996,1
PNR10047719,59,0,4,0.25333333333333335,0
PNR10047720,27,0,86,0.19166666666666668,0
PNR10047721,57,1,75,0.2425,0
PNR10047722,27,1,5,0.05416666666666667,0
PNR10047723,23,0,4,0.20333333333333334,1
PNR10047724,18,0,38,0.2316666666666667,0
PNR10047725,60,1,26,0.20166666666666666,1
PNR10047726,74,0,59,0.2991666666666667,1
PNR10047727,38,0,41,0.14416666666666667,0
PNR10047728,19,0,68,0.25666666666666665,0
PNR10047729,39,0,21,0.1275,0
PNR10047730,21,1,11,0.13916666666666666,0
PNR10047731,45,1,57,0.0875,0
PNR10047732,45,1,5,0.04416666666666666,0
PNR10047733,35,0,46,0.15833333333333333,0
PNR10047734,62,1,5,0.18416666666666667,0
PNR10047735,24,0,18,0.21500000000000002,1
PNR10047736,38,0,21,0.1275,0
PNR10047737,45,1,21,0.057499999999999996,0
PNR10047738,23,0,40,0.23333333333333334,0
PNR10047739,34,1,52,0.09333333333333332,0
PNR10047740,25,1,2,0.13166666666666668,0
PNR10047741,18,0,77,0.26416666666666666,0
PNR10047742,48,1,3,0.042499999999999996,0
PNR10047743,24,1,21,0.1475,1
PNR10047744,61,1,2,0.18166666666666667,0
PNR10047745,33,1,117,0.14750000000000002,0
PNR10047746,71,1,42,0.215,0
PNR10047747,33,0,5,0.12416666666666668,0
PNR10047748,46,0,12,0.12,1
PNR10047749,67,0,54,0.295,0
PNR10047750,70,0,9,0.2575,0
PNR10047751,20,0,43,0.23583333333333334,0
PNR10047752,44,0,70,0.16833333333333333,0
PNR10047753,67,0,31,0.2758333333333333,1
PNR10047754,60,0,24,0.27,1
PNR10047755,66,1,30,0.205,0
PNR10047756,30,0,18,0.135,0
PNR10047757,74,0,1,0.25083333333333335,1
PNR10047758,20,1,35,0.15916666666666668,0
PNR10047759,57,0,9,0.2575,0
PNR10047760,63,0,1,0.25083333333333335,0
PNR10047761,20,0,16,0.21333333333333335,0
PNR10047762,75,1,6,0.185,0
PNR10047763,22,0,10,0.20833333333333334,0
PNR10047764,73,1,37,0.21083333333333332,0
PNR10047765,34,0,15,0.1325,0
PNR10047766,22,0,6,0.20500000000000002,0
PNR10047767,51,0,1,0.11083333333333334,0
PNR10047768,32,1,37,0.08083333333333334,0
PNR10047769,38,0,20,0.12666666666666668,0
PNR10047770,28,1,46,0.08833333333333333,0
PNR10047771,75,0,14,0.26166666666666666,0
PNR10047772,33,1,70,0.10833333333333334,0
PNR10047773,74,0,155,0.37916666666666665,0
PNR10047774,23,0,39,0.2325,0
PNR10047775,32,0,12,0.13,0
PNR10047776,58,0,20,0.26666666666666666,0
PNR10047777,46,0,66,0.16499999999999998,0
PNR10047778,20,1,28,0.15333333333333335,0
PNR10047779,52,0,9,0.1175,0
PNR10047780,37,0,2,0.11166666666666666,0
PNR10047781,24,1,25,0.15083333333333335,0
PNR10047782,36,0,26,0.13166666666666665,0
PNR10047783,39,0,51,0.1525,1
PNR10047784,58,1,22,0.19833333333333333,1
PNR10047785,23,0,159,0.3325,0
PNR10047786,41,0,84,0.18,1
PNR10047787,29,1,61,0.10083333333333333,0
PNR10047788,41,1,25,0.06083333333333332,0
PNR10047789,20,1,2,0.13166666666666668,0
PNR10047790,64,1,58,0.22833333333333333,0
PNR10047791,50,0,18,0.125,0
PNR10047792,48,0,40,0.14333333333333334,0
PNR10047793,63,1,7,0.18583333333333332,0
PNR10047794,19,0,17,0.21416666666666667,0
PNR10047795,48,0,2,0.11166666666666666,0
PNR10047796,54,1,14,0.05166666666666666,0
PNR10047797,37,0,116,0.20666666666666667,1
PNR10047798,40,0,15,0.1225,0
PNR10047799,40,0,67,0.16583333333333333,0
PNR10047800,53,0,89,0.18416666666666667,0
PNR10047801,20,0,102,0.28500000000000003,1
PNR10047802,50,0,17,0.12416666666666666,0
PNR10047803,39,0,90,0.185,0
PNR10047804,34,0,43,0.15583333333333335,0
PNR10047805,74,1,13,0.19083333333333333,0
PNR10047806,30,0,23,0.13916666666666666,0
PNR10047807,31,0,48,0.16,0
PNR10047808,61,0,16,0.2633333333333333,0
PNR10047809,23,0,3,0.2025,0
PNR10047810,52,0,87,0.1825,0
PNR10047811,44,1,16,0.05333333333333333,0
PNR10047812,23,0,26,0.22166666666666668,0
PNR10047813,59,1,26,0.20166666666666666,0
PNR10047814,42,0,60,0.16,0
PNR10047815,37,0,9,0.1175,0
PNR10047816,30,1,25,0.07083333333333333,0
PNR10047817,21,0,64,0.25333333333333335,1
PNR10047818,20,0,48,0.24000000000000002,0
PNR10047819,67,0,25,0.2708333333333333,0
PNR10047820,31,1,42,0.08499999999999999,0
PNR10047821,31,1,4,0.05333333333333334,0
PNR10047822,20,0,9,0.20750000000000002,0
PNR10047823,58,1,32,0.20666666666666667,1
PNR10047824,21,1,24,0.15,0
PNR10047825,31,1,8,0.05666666666666667,0
PNR10047826,58,1,1,0.18083333333333332,0
PNR10047827,33,0,64,0.17333333333333334,0
PNR10047828,23,1,1,0.13083333333333333,0
PNR10047829,32,1,1,0.050833333333333335,0
PNR10047830,45,0,3,0.1125,0
PNR10047831,39,0,1,0.11083333333333334,1
PNR10047832,33,0,23,0.13916666666666666,0
PNR10047833,68,1,38,0.21166666666666667,0
PNR10047834,66,0,1,0.25083333333333335,0
PNR10047835,33,0,3,0.12250000000000001,1
PNR10047836,36,0,7,0.11583333333333333,0
PNR10047837,54,0,3,0.1125,0
PNR10047838,65,0,45,0.2875,0
PNR10047839,36,0,20,0.12666666666666668,0
PNR10047840,32,1,41,0.08416666666666667,0
PNR10047841,49,1,25,0.06083333333333332,1
PNR10047842,44,1,57,0.0875,0
PNR10047843,63,0,3,0.2525,0
PNR10047844,57,0,29,0.27416666666666667,0
PNR10047845,62,1,34,0.20833333333333331,0
PNR10047846,37,1,26,0.06166666666666666,0
PNR10047847,18,1,11,0.13916666666666666,0
PNR10047848,44,0,2,0.11166666666666666,0
PNR10047849,30,0,18,0.135,1
PNR10047850,34,0,7,0.12583333333333335,1
PNR10047851,42,0,3,0.1125,0
PNR10047852,52,0,9,0.1175,0
PNR10047853,30,0,36,0.15000000000000002,1
PNR10047854,28,0,13,0.13083333333333333,0
PNR10047855,50,0,8,0.11666666666666667,0
PNR10047856,28,1,7,0.05583333333333334,0
PNR10047857,51,1,33,0.06749999999999999,0
PNR10047858,22,0,18,0.21500000000000002,1
PNR10047859,58,1,11,0.18916666666666665,0
PNR10047860,58,1,41,0.21416666666666667,0
PNR10047861,66,0,4,0.25333333333333335,0
PNR10047862,37,0,32,0.13666666666666666,0
PNR10047863,25,1,70,0.18833333333333335,0
PNR10047864,61,0,30,0.275,1
PNR10047865,26,0,53,0.16416666666666668,0
PNR10047866,73,0,5,0.25416666666666665,0
PNR10047867,21,1,22,0.14833333333333334,0
PNR10047868,58,1,8,0.18666666666666665,0
PNR10047869,60,0,14,0.26166666666666666,0
PNR10047870,19,1,27,0.1525,0
PNR10047871,39,1,5,0.04416666666666666,0
PNR10047872,23,1,42,0.165,0
PNR10047873,53,0,11,0.11916666666666667,0
PNR10047874,37,0,17,0.12416666666666666,0
PNR10047875,23,1,26,0.15166666666666667,1
PNR10047876,71,0,23,0.26916666666666667,0
PNR10047877,32,1,45,0.0875,0
PNR10047878,23,0,5,0.2041666666666667,0
PNR10047879,34,0,22,0.13833333333333334,0
PNR10047880,29,0,19,0.13583333333333333,0
PNR10047881,32,1,10,0.058333333333333334,0
PNR10047882,18,0,17,0.21416666666666667,0
PNR10047883,54,1,56,0.08666666666666667,0
PNR10047884,41,1,118,0.1383333333333333,0
PNR10047885,28,0,11,0.12916666666666668,0
PNR10047886,41,1,20,0.05666666666666666,0
PNR10047887,52,1,4,0.04333333333333333,0
PNR10047888,47,0,28,0.13333333333333333,0
PNR10047889,62,1,56,0.22666666666666666,1
PNR10047890,49,0,89,0.18416666666666667,0
PNR10047891,25,0,17,0.21416666666666667,0
PNR10047892,36,0,70,0.16833333333333333,0
PNR10047893,39,1,1,0.040833333333333326,0
PNR10047894,29,0,45,0.1575,1
PNR10047895,33,0,19,0.13583333333333333,0
PNR10047896,46,1,116,0.13666666666666666,1
PNR10047897,42,0,9,0.1175,0
PNR10047898,20,0,2,0.2016666666666667,0
PNR10047899,24,0,28,0.22333333333333336,0
PNR10047900,55,1,16,0.05333333333333333,0
PNR10047901,23,0,22,0.21833333333333335,0
PNR10047902,22,0,4,0.20333333333333334,0
PNR10047903,49,1,43,0.07583333333333334,0
PNR10047904,46,0,8,0.11666666666666667,0
PNR10047905,37,1,7,0.04583333333333333,0
PNR10047906,29,0,9,0.1275,0
PNR10047907,41,0,5,0.11416666666666667,1
PNR10047908,34,1,14,0.06166666666666667,0
PNR10047909,62,1,3,0.1825,0
PNR10047910,21,1,4,0.13333333333333333,0
PNR10047911,53,1,21,0.057499999999999996,1
PNR10047912,54,0,14,0.12166666666666667,0
PNR10047913,49,0,4,0.11333333333333333,0
PNR10047914,42,0,7,0.11583333333333333,0
PNR10047915,24,1,27,0.1525,0
PNR10047916,70,0,26,0.27166666666666667,0
PNR10047917,33,0,5,0.12416666666666668,0
PNR10047918,49,0,3,0.1125,1
PNR10047919,22,1,13,0.14083333333333334,0
PNR10047920,49,0,8,0.11666666666666667,0
PNR10047921,44,0,8,0.11666666666666667,0
PNR10047922,24,0,36,0.23,0
PNR10047923,46,1,11,0.049166666666666664,0
PNR10047924,35,0,8,0.12666666666666668,0
PNR10047925,25,1,6,0.135,0
PNR10047926,27,1,37,0.08083333333333334,0
PNR10047927,33,1,1,0.050833333333333335,1
PNR10047928,30,0,8,0.12666666666666668,0
PNR10047929,68,1,41,0.21416666666666667,0
PNR10047930,39,0,138,0.225,0
PNR10047931,30,1,1,0.050833333333333335,0
PNR10047932,20,1,18,0.14500000000000002,0
PNR10047933,56,0,44,0.2866666666666667,1
PNR10047934,23,1,19,0.14583333333333334,0
PNR10047935,33,0,53,0.16416666666666668,0
PNR10047936,61,0,34,0.2783333333333333,0
PNR10047937,21,0,29,0.22416666666666668,0
PNR10047938,66,1,1,0.18083333333333332,0
PNR10047939,31,1,14,0.06166666666666667,0
PNR10047940,23,1,4,0.13333333333333333,0
PNR10047941,50,0,45,0.1475,0
PNR10047942,33,1,38,0.08166666666666667,0
PNR10047943,74,0,4,0.25333333333333335,1
PNR10047944,43,1,2,0.04166666666666666,0
PNR10047945,31,0,24,0.14,0
PNR10047946,51,0,17,0.12416666666666666,1
PNR10047947,22,0,58,0.24833333333333335,0
PNR10047948,34,0,19,0.13583333333333333,1
PNR10047949,30,1,7,0.05583333333333334,0
PNR10047950,29,1,1,0.050833333333333335,0
PNR10047951,44,0,52,0.15333333333333332,0
PNR10047952,30,0,74,0.18166666666666667,0
PNR10047953,24,0,11,0.20916666666666667,0
PNR10047954,60,1,19,0.19583333333333333,0
PNR10047955,24,0,19,0.21583333333333335,1
PNR10047956,28,0,20,0.1366666666666667,0
PNR10047957,73,0,45,0.2875,0
PNR10047958,19,1,81,0.1975,0
PNR10047959,61,1,12,0.19,1
PNR10047960,37,0,15,0.1225,0
PNR10047961,64,0,4,0.25333333333333335,0
PNR10047962,51,1,74,0.10166666666666666,0
PNR10047963,38,1,4,0.04333333333333333,0
PNR10047964,45,0,115,0.2058333333333333,0
PNR10047965,40,0,32,0.13666666666666666,0
PNR10047966,23,0,4,0.20333333333333334,0
PNR10047967,36,0,20,0.12666666666666668,0
PNR10047968,58,0,10,0.25833333333333336,1
PNR10047969,38,1,17,0.05416666666666666,0
PNR10047970,73,0,12,0.26,0
PNR10047971,18,0,37,0.23083333333333333,1
PNR10047972,24,0,93,0.2775,0
PNR10047973,23,0,10,0.20833333333333334,1
PNR10047974,62,0,1,0.25083333333333335,0
PNR10047975,52,0,3,0.1125,0
PNR10047976,40,1,42,0.07499999999999998,0
PNR10047977,27,0,12,0.13,1
PNR10047978,44,0,5,0.11416666666666667,0
PNR10047979,56,1,62,0.23166666666666666,0
PNR10047980,50,0,3,0.1125,0
PNR10047981,41,1,56,0.08666666666666667,0
PNR10047982,55,0,32,0.13666666666666666,0
PNR10047983,19,0,1,0.20083333333333334,0
PNR10047984,47,0,29,0.13416666666666666,0
PNR10047985,37,0,15,0.1225,0
PNR10047986,25,0,17,0.21416666666666667,0
PNR10047987,21,1,5,0.13416666666666668,0
PNR10047988,42,0,28,0.13333333333333333,0
PNR10047989,29,1,15,0.0625,1
PNR10047990,29,0,2,0.12166666666666667,0
PNR10047991,24,1,72,0.19,0
PNR10047992,37,0,12,0.12,0
PNR10047993,52,0,9,0.1175,0
PNR10047994,68,0,11,0.25916666666666666,0
PNR10047995,70,1,63,0.23249999999999998,0
PNR10047996,24,0,72,0.26,0
PNR10047997,48,0,55,0.15583333333333332,0
PNR10047998,56,1,21,0.19749999999999998,0
PNR10047999,22,0,9,0.20750000000000002,0
PNR10048000,30,1,16,0.06333333333333334,0
PNR10048001,33,1,84,0.12,0
PNR10048002,22,0,13,0.21083333333333334,0
PNR10048003,46,0,3,0.1125,0
PNR10048004,23,0,33,0.2275,0
PNR10048005,22,1,25,0.15083333333333335,0
PNR10048006,29,0,12,0.13,1
PNR10048007,55,0,1,0.11083333333333334,0
PNR10048008,49,1,35,0.06916666666666665,0
PNR10048009,31,1,49,0.09083333333333332,0
PNR10048010,24,0,10,0.20833333333333334,0
PNR10048011,43,1,49,0.08083333333333331,0
PNR10048012,53,1,5,0.04416666666666666,0
PNR10048013,39,0,10,0.11833333333333333,1
PNR10048014,43,1,100,0.12333333333333332,0
PNR10048015,33,1,49,0.09083333333333332,0
PNR10048016,37,0,1,0.11083333333333334,0
PNR10048017,34,0,133,0.23083333333333333,0
PNR10048018,52,0,16,0.12333333333333334,1
PNR10048019,32,0,4,0.12333333333333334,0
PNR10048020,39,1,9,0.047499999999999994,1
PNR10048021,22,1,21,0.1475,0
PNR10048022,37,1,2,0.04166666666666666,0
PNR10048023,31,0,21,0.1375,0
PNR10048024,27,0,69,0.17750000000000002,1
PNR10048025,74,1,38,0.21166666666666667,1
PNR10048026,27,0,61,0.17083333333333334,0
PNR10048027,29,1,8,0.05666666666666667,0
PNR10048028,36,1,22,0.05833333333333333,0
PNR10048029,57,0,3,0.2525,0
PNR10048030,32,0,33,0.14750000000000002,0
PNR10048031,42,1,7,0.04583333333333333,0
PNR10048032,45,0,5,0.11416666666666667,0
PNR10048033,21,0,6,0.20500000000000002,1
PNR10048034,18,0,32,0.22666666666666668,0
PNR10048035,21,1,16,0.14333333333333334,0
PNR10048036,55,1,15,0.05249999999999999,0
PNR10048037,42,0,4,0.11333333333333333,0
PNR10048038,32,1,4,0.05333333333333334,0
PNR10048039,20,1,15,0.14250000000000002,0
PNR10048040,44,0,15,0.1225,0
PNR10048041,55,1,8,0.04666666666666666,0
PNR10048042,31,1,52,0.09333333333333332,0
PNR10048043,69,0,36,0.28,0
PNR10048044,42,1,9,0.047499999999999994,0
PNR10048045,62,1,23,0.19916666666666666,0
PNR10048046,24,0,34,0.22833333333333333,1
PNR10048047,31,1,19,0.06583333333333333,0
PNR10048048,41,1,4,0.04333333333333333,0
PNR10048049,27,0,17,0.13416666666666668,0
PNR10048050,67,1,9,0.1875,0
PNR10048051,61,0,5,0.25416666666666665,0
PNR10048052,40,0,8,0.11666666666666667,0
PNR10048053,29,0,49,0.16083333333333333,0
PNR10048054,47,1,15,0.05249999999999999,0
PNR10048055,26,1,49,0.09083333333333332,0
PNR10048056,46,0,4,0.11333333333333333,0
PNR10048057,26,0,25,0.14083333333333334,1
PNR10048058,21,0,26,0.22166666666666668,0
PNR10048059,43,0,64,0.16333333333333333,0
PNR10048060,51,0,20,0.12666666666666668,0
PNR10048061,52,0,29,0.13416666666666666,0
PNR10048062,38,0,81,0.1775,0
PNR10048063,21,0,1,0.20083333333333334,0
PNR10048064,32,0,25,0.14083333333333334,0
PNR10048065,45,1,2,0.04166666666666666,1
PNR10048066,53,1,43,0.07583333333333334,0
PNR10048067,43,1,14,0.05166666666666666,0
PNR10048068,39,0,21,0.1275,1
PNR10048069,21,0,18,0.21500000000000002,0
PNR10048070,72,1,1,0.18083333333333332,0
PNR10048071,50,0,3,0.1125,0
PNR10048072,73,0,3,0.2525,0
PNR10048073,43,0,31,0.13583333333333333,1
PNR10048074,18,0,34,0.22833333333333333,1
PNR10048075,44,0,45,0.1475,1
PNR10048076,20,1,10,0.13833333333333334,0
PNR10048077,51,0,22,0.12833333333333333,1
PNR10048078,32,1,29,0.07416666666666667,0
PNR10048079,25,1,16,0.14333333333333334,0
PNR10048080,66,0,48,0.29,0
PNR10048081,51,0,20,0.12666666666666668,0
PNR10048082,66,0,13,0.2608333333333333,1
PNR10048083,40,1,10,0.048333333333333325,0
PNR10048084,23,0,42,0.23500000000000001,0
PNR10048085,67,0,3,0.2525,0
PNR10048086,47,1,12,0.049999999999999996,0
PNR10048087,71,0,51,0.2925,0
PNR10048088,58,1,24,0.19999999999999998,0
PNR10048089,51,0,35,0.13916666666666666,0
PNR10048090,21,1,80,0.19666666666666666,0
PNR10048091,21,0,1,0.20083333333333334,0
PNR10048092,40,1,19,0.055833333333333325,0
PNR10048093,22,1,1,0.13083333333333333,0
PNR10048094,59,0,22,0.2683333333333333,1
PNR10048095,70,0,1,0.25083333333333335,0
PNR10048096,38,1,9,0.047499999999999994,0
PNR10048097,65,0,4,0.25333333333333335,0
PNR10048098,46,0,4,0.11333333333333333,0
PNR10048099,52,0,6,0.115,0
PNR10048100,21,0,74,0.26166666666666666,0
PNR10048101,38,0,40,0.14333333333333334,0
PNR10048102,46,1,59,0.08916666666666666,0
PNR10048103,28,0,48,0.16,0
PNR10048104,23,1,4,0.13333333333333333,0
PNR10048105,24,0,5,0.2041666666666667,0
PNR10048106,61,1,14,0.19166666666666665,1
PNR10048107,27,0,9,0.1275,0
PNR10048108,54,1,1,0.040833333333333326,0
PNR10048109,27,1,34,0.07833333333333334,0
PNR10048110,52,0,24,0.13,0
PNR10048111,63,1,19,0.19583333333333333,0
PNR10048112,47,0,43,0.14583333333333334,0
PNR10048113,49,0,48,0.15,0
PNR10048114,21,0,15,0.21250000000000002,0
PNR10048115,50,0,4,0.11333333333333333,0
PNR10048116,21,0,14,0.21166666666666667,0
PNR10048117,71,0,4,0.25333333333333335,0
PNR10048118,40,0,94,0.18833333333333335,0
PNR10048119,32,0,32,0.14666666666666667,0
PNR10048120,48,0,13,0.12083333333333333,0
PNR10048121,31,1,97,0.13083333333333333,0
PNR10048122,23,0,5,0.2041666666666667,1
PNR10048123,57,1,161,0.31416666666666665,0
PNR10048124,34,0,4,0.12333333333333334,0
PNR10048125,45,0,8,0.11666666666666667,0
PNR10048126,23,0,154,0.32833333333333337,0
PNR10048127,47,1,23,0.05916666666666666,0
PNR10048128,22,0,9,0.20750000000000002,0
PNR10048129,24,1,63,0.1825,0
PNR10048130,66,0,57,0.2975,1
PNR10048131,64,0,60,0.3,0
PNR10048132,30,1,5,0.05416666666666667,0
PNR10048133,51,1,18,0.05499999999999999,1
PNR10048134,52,0,48,0.15,0
PNR10048135,66,0,13,0.2608333333333333,0
PNR10048136,45,1,20,0.05666666666666666,0
PNR10048137,57,0,13,0.2608333333333333,1
PNR10048138,45,0,1,0.11083333333333334,0
PNR10048139,23,1,16,0.14333333333333334,0
PNR10048140,31,0,75,0.1825,0
PNR10048141,41,0,5,0.11416666666666667,0
PNR10048142,29,0,19,0.13583333333333333,1
PNR10048143,55,0,9,0.1175,0
PNR10048144,31,0,41,0.15416666666666667,0
PNR10048145,34,0,50,0.16166666666666668,0
PNR10048146,60,0,51,0.2925,0
PNR10048147,53,0,18,0.125,0
PNR10048148,42,1,11,0.049166666666666664,0
PNR10048149,61,0,23,0.26916666666666667,0
PNR10048150,34,1,49,0.09083333333333332,0
PNR10048151,40,0,27,0.1325,1
PNR10048152,53,1,1,0.040833333333333326,0
PNR10048153,20,0,21,0.2175,0
PNR10048154,38,0,4,0.11333333333333333,0
PNR10048155,67,0,40,0.2833333333333333,0
PNR10048156,37,0,12,0.12,0
PNR10048157,28,1,8,0.05666666666666667,0
PNR10048158,62,1,75,0.2425,1
PNR10048159,32,0,9,0.1275,0
PNR10048160,51,0,29,0.13416666666666666,0
PNR10048161,20,0,52,0.24333333333333335,0
PNR10048162,24,1,20,0.14666666666666667,1
PNR10048163,27,1,18,0.065,0
PNR10048164,27,0,135,0.23249999999999998,0
PNR10048165,61,0,8,0.25666666666666665,0
PNR10048166,34,1,20,0.06666666666666667,0
PNR10048167,19,0,13,0.21083333333333334,0
PNR10048168,54,1,9,0.047499999999999994,0
PNR10048169,67,0,1,0.25083333333333335,1
PNR10048170,65,0,21,0.2675,0
PNR10048171,30,0,34,0.14833333333333334,0
PNR10048172,49,1,18,0.05499999999999999,0
PNR10048173,67,0,3,0.2525,0
PNR10048174,68,0,4,0.25333333333333335,1
PNR10048175,69,0,13,0.2608333333333333,1
PNR10048176,36,1,35,0.06916666666666665,0
PNR10048177,73,0,35,0.2791666666666667,1
PNR10048178,70,1,38,0.21166666666666667,0
PNR10048179,39,0,20,0.12666666666666668,0
PNR10048180,20,1,59,0.17916666666666667,0
PNR10048181,28,0,8,0.12666666666666668,0
PNR10048182,74,0,60,0.3,0
PNR10048183,45,0,29,0.13416666666666666,1
PNR10048184,24,0,16,0.21333333333333335,0
PNR10048185,59,0,45,0.2875,0
PNR10048186,24,1,35,0.15916666666666668,0
PNR10048187,74,0,22,0.2683333333333333,0
PNR10048188,32,0,35,0.14916666666666667,0
PNR10048189,62,1,12,0.19,0
PNR10048190,46,0,8,0.11666666666666667,0
PNR10048191,24,1,2,0.13166666666666668,1
PNR10048192,64,0,11,0.25916666666666666,0
PNR10048193,46,0,10,0.11833333333333333,0
PNR10048194,27,0,3,0.12250000000000001,1
PNR10048195,41,0,16,0.12333333333333334,0
PNR10048196,46,0,49,0.15083333333333332,0
PNR10048197,47,1,51,0.08249999999999999,0
PNR10048198,59,0,2,0.25166666666666665,1
PNR10048199,74,0,37,0.2808333333333333,1
PNR10048200,39,1,68,0.09666666666666665,1
PNR10048201,71,0,1,0.25083333333333335,0
PNR10048202,65,1,33,0.2075,0
PNR10048203,59,0,172,0.3933333333333333,1
PNR10048204,46,0,29,0.13416666666666666,0
PNR10048205,72,0,5,0.25416666666666665,0
PNR10048206,39,1,15,0.05249999999999999,0
PNR10048207,68,0,1,0.25083333333333335,0
PNR10048208,74,1,28,0.20333333333333334,0
PNR10048209,50,0,81,0.1775,0
PNR10048210,60,0,30,0.275,0
PNR10048211,59,0,19,0.2658333333333333,1
PNR10048212,24,0,8,0.20666666666666667,0
PNR10048213,57,1,13,0.19083333333333333,0
PNR10048214,69,1,1,0.18083333333333332,0
PNR10048215,45,1,15,0.05249999999999999,0
PNR10048216,29,1,4,0.05333333333333334,0
PNR10048217,34,1,27,0.07250000000000001,0
PNR10048218,62,1,27,0.20249999999999999,1
